Employment,EdLevel,YearsCodePro,JobSat,RemoteWork,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5.0,"Hybrid (some remote, some in-person)",Netherlands,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Zig,C#;Clojure;F#;Go;Haskell;HTML/CSS;Lisp;Zig
"Employed, full-time","Associate degree (A.A., A.S., etc.)",3,7.0,Remote,United States of America,Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL,Bash/Shell (all shells);C#;PowerShell
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,8.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python,Bash/Shell (all shells);C#;PowerShell
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,5.0,"Hybrid (some remote, some in-person)",Germany,Python,C#;C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,8.0,"Hybrid (some remote, some in-person)",Slovakia,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,"Hybrid (some remote, some in-person)",Canada,C;C++;MATLAB;Python;R;Rust;SQL,C;C++;MATLAB;Python;R;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,9.0,Remote,United Kingdom of Great Britain and Northern Ireland,C#;JavaScript;SQL,C#;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,Remote,Poland,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,2.0,In-person,United States of America,JavaScript,Rust;TypeScript
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,5.0,"Hybrid (some remote, some in-person)",India,HTML/CSS;JavaScript;Python;SQL;TypeScript,C++;Go;Java;JavaScript;Python;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,7.0,"Hybrid (some remote, some in-person)",Netherlands,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,7.0,Remote,Spain,Java;Python;SQL;TypeScript,Java;Kotlin;Python;R;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,5.0,In-person,Lithuania,PHP;Swift,PHP;Swift
"Employed, part-time",Some college/university study without earning a degree,44,8.0,Remote,Switzerland,C;C#;C++;SQL,C;C#;C++;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,3.0,Remote,United States of America,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,C#;Go;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20,7.0,Remote,Canada,Bash/Shell (all shells);Go;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript,Elixir;Go;Haskell;Lua;Python;Rust;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,5.0,In-person,France,Ada;Assembly;Bash/Shell (all shells);C;Cobol;Delphi;Fortran;Lisp;Perl;Prolog;SQL,C++
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,8.0,In-person,Uganda,PHP;PowerShell;Python;SQL;TypeScript,PHP;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,9.0,Remote,Finland,GDScript;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,GDScript;HTML/CSS;JavaScript;PHP;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,2.0,Remote,Germany,Bash/Shell (all shells);HTML/CSS;Java;Python,Bash/Shell (all shells);HTML/CSS;Java;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,6.0,"Hybrid (some remote, some in-person)",India,C#;Python,C#;Go;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,25,0.0,Remote,United States of America,C;C++;Clojure;HTML/CSS;Objective-C;Python;Ruby,Cobol;Java;JavaScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,8.0,"Hybrid (some remote, some in-person)",United States of America,C#;C++,C#;C++
"Employed, full-time",Some college/university study without earning a degree,5,8.0,In-person,Germany,C#;PowerShell;Python;SQL,C#;PowerShell;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,9.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Assembly;C;Python,Assembly;C;Python
"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,8.0,"Hybrid (some remote, some in-person)",Finland,Bash/Shell (all shells);Go;JavaScript;TypeScript,Bash/Shell (all shells);Go;JavaScript
"Independent contractor, freelancer, or self-employed;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13,7.0,Remote,Sweden,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;Zig,C#;Lua;Rust;Zig
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,7.0,In-person,France,HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;Solidity,Scala
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,0.0,Remote,Afghanistan,Python,Python
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,8.0,"Hybrid (some remote, some in-person)",Croatia,C;C#;Go;JavaScript;Lua;Python;SQL;TypeScript,Elixir;Go;Lua;Python;Rust;SQL;TypeScript;Zig
"Employed, full-time;Student, full-time",Some college/university study without earning a degree,1,6.0,"Hybrid (some remote, some in-person)",United States of America,Assembly;Bash/Shell (all shells);Python;Rust,Bash/Shell (all shells);GDScript;Python;Rust
"Employed, full-time",Some college/university study without earning a degree,2,2.0,In-person,Netherlands,HTML/CSS;JavaScript;PHP;TypeScript,Bash/Shell (all shells);C;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,7.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8.0,Remote,United States of America,Go;HTML/CSS;JavaScript;Rust;SQL;Swift;TypeScript,Go;HTML/CSS;JavaScript;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,9.0,"Hybrid (some remote, some in-person)",United States of America,C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6.0,In-person,United States of America,C++;HTML/CSS;JavaScript;Python;TypeScript,Python;Rust;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,9.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);Python;SQL,Bash/Shell (all shells);Python;SQL
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,Remote,"Venezuela, Bolivarian Republic of...",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP,Bash/Shell (all shells);HTML/CSS;PHP;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35,5.0,In-person,United States of America,C#;HTML/CSS;PowerShell;Python;SQL;VBA;Visual Basic (.Net),C#;HTML/CSS;PowerShell;Python;SQL;VBA;Visual Basic (.Net)
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,Remote,Canada,Python;Rust;SQL,C;C++;Go;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,"Hybrid (some remote, some in-person)",Brazil,C#;Dart;Kotlin;Python;Rust,Elixir;Kotlin;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,10.0,In-person,United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;PowerShell;SQL,Bash/Shell (all shells);C;C#;C++;PowerShell
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,6.0,"Hybrid (some remote, some in-person)",Netherlands,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;Python;Ruby;Solidity;SQL;TypeScript,HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,8.0,Remote,United States of America,Ada;C#;HTML/CSS;JavaScript;SQL,C#;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,8.0,"Hybrid (some remote, some in-person)",United States of America,Java;SQL,Java;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,7.0,In-person,Serbia,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;Swift,JavaScript;Kotlin;PowerShell;Python;R;SQL;Swift;TypeScript
"Employed, full-time",Some college/university study without earning a degree,13,7.0,"Hybrid (some remote, some in-person)",United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Dart;Haskell;Java;Rust,Bash/Shell (all shells);Go;Java;R;Rust;Scala
"Employed, full-time",Some college/university study without earning a degree,9,9.0,Remote,United States of America,Bash/Shell (all shells);Python;SQL,Bash/Shell (all shells);Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,Remote,Bulgaria,Bash/Shell (all shells);C++;Java;JavaScript;Python;TypeScript,C++;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,7.0,Remote,Taiwan,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,6.0,Remote,United States of America,Apex;HTML/CSS;JavaScript,Apex;HTML/CSS;JavaScript;PowerShell
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,9.0,Remote,Serbia,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP,Clojure;Crystal;Elixir;Go;HTML/CSS;OCaml;Zig
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,4.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Groovy;HTML/CSS;Java;Objective-C;Python;SQL;TypeScript,Bash/Shell (all shells);Go;Java;Python;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,6.0,"Hybrid (some remote, some in-person)",Finland,Bash/Shell (all shells);C#;PowerShell;SQL,Bash/Shell (all shells);C#;Go;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,10.0,In-person,Romania,C;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Ruby;SQL;TypeScript,Kotlin;Rust
"Employed, full-time",Some college/university study without earning a degree,15,8.0,"Hybrid (some remote, some in-person)",Germany,Crystal;HTML/CSS;JavaScript;Ruby;SQL,Crystal;Elixir;HTML/CSS;JavaScript;Ruby;Rust;SQL;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,8.0,"Hybrid (some remote, some in-person)",Poland,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,7.0,In-person,United States of America,Assembly;Bash/Shell (all shells);C;C++;Python;SQL,Assembly;Bash/Shell (all shells);C;C++;Python;Rust;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,8.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;Java;SQL,Bash/Shell (all shells);HTML/CSS;Java;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,7.0,"Hybrid (some remote, some in-person)",Netherlands,HTML/CSS;JavaScript;PHP;Python;Scala;SQL;TypeScript,Java
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,9.0,Remote,Montenegro,Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript;VBA,Bash/Shell (all shells);Clojure;Elixir;Go;Haskell;Java;JavaScript;Rust;SQL;TypeScript
"Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,9.0,Remote,Brazil,Go;HTML/CSS;JavaScript;Python;Ruby,Bash/Shell (all shells);Elixir
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,8.0,In-person,France,HTML/CSS;JavaScript;PHP;Ruby;SQL,HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5.0,"Hybrid (some remote, some in-person)",Germany,C++;Python,C++;Python;Rust
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33,8.0,"Hybrid (some remote, some in-person)",Denmark,C#;C++;Haskell;JavaScript;Prolog;Python;SQL;TypeScript,C#;Python;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,2,3.0,In-person,India,HTML/CSS;JavaScript;TypeScript,Dart;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,8.0,"Hybrid (some remote, some in-person)",Portugal,C#;HTML/CSS;JavaScript;PowerShell;SQL,C#;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,7.0,Remote,Germany,Java;SQL,Java;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5,8.0,"Hybrid (some remote, some in-person)",United States of America,MATLAB,C++;MATLAB;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8.0,In-person,Netherlands,C;C++;Python,C;C#;C++;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,5.0,Remote,United States of America,Go;Groovy;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,8.0,Remote,United Kingdom of Great Britain and Northern Ireland,C;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;Ruby;Rust;Swift;TypeScript;Zephyr,Ruby;Rust;TypeScript;Zephyr
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,Remote,Russian Federation,Bash/Shell (all shells);Java;JavaScript;Rust;SQL;TypeScript,Java;Kotlin;Rust;SQL;Swift;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,4.0,"Hybrid (some remote, some in-person)",Ireland,Java;Kotlin;Rust;Scala;SQL,Elixir;Erlang
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,8.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C#;Haskell;HTML/CSS;JavaScript;PowerShell;TypeScript,Bash/Shell (all shells);C#;F#;Haskell;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,8.0,Remote,United States of America,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,3.0,In-person,Russian Federation,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;Kotlin;PowerShell;Python,Bash/Shell (all shells);C++;Kotlin;PowerShell;Python
"Student, full-time;Employed, part-time",Some college/university study without earning a degree,Less than 1 year,6.0,In-person,Germany,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,7.0,Remote,United States of America,Go;HTML/CSS;Java;JavaScript;Lua;Python;TypeScript,Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8.0,Remote,Finland,Bash/Shell (all shells);Python;Scala;SQL,Scala;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,10.0,Remote,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Python;Rust,Bash/Shell (all shells);Lua;Python;Rust;TypeScript;Zig
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,8.0,"Hybrid (some remote, some in-person)",Republic of North Macedonia,C#;HTML/CSS;JavaScript;Python;SQL,C#;C++;HTML/CSS;JavaScript;Python
"Employed, full-time","Associate degree (A.A., A.S., etc.)",12,2.0,Remote,Canada,Bash/Shell (all shells);GDScript;HTML/CSS;Java;JavaScript;Kotlin;Perl;PowerShell;Python;Ruby;SQL,C++;GDScript;Java;Perl;SQL;Zig
"Employed, full-time","Associate degree (A.A., A.S., etc.)",9,5.0,Remote,Canada,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,7.0,"Hybrid (some remote, some in-person)",Italy,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript
"Employed, full-time;Student, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,10.0,"Hybrid (some remote, some in-person)",United States of America,R;SQL,Python
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,8.0,"Hybrid (some remote, some in-person)",Belgium,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Haskell;Java;Kotlin
"Employed, full-time;Student, full-time",Some college/university study without earning a degree,Less than 1 year,3.0,Remote,Pakistan,HTML/CSS;JavaScript,Dart;JavaScript;PowerShell;Python;TypeScript
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,6.0,"Hybrid (some remote, some in-person)",Finland,HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust,Assembly;C;HTML/CSS;Python;Ruby;Rust;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,6.0,Remote,United States of America,C#;SQL,C#;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,10.0,"Hybrid (some remote, some in-person)",Latvia,PHP;SQL;TypeScript,PHP;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,10.0,Remote,United States of America,Bash/Shell (all shells);Python;TypeScript,Bash/Shell (all shells);Python;SQL
"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,6.0,"Hybrid (some remote, some in-person)",Czech Republic,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;Rust,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,4.0,Remote,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL,Apex
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,8.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C#;Delphi;JavaScript;Kotlin;Python,C#;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,8.0,Remote,Germany,Python;SQL,JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,8.0,"Hybrid (some remote, some in-person)",United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;F#;PowerShell;TypeScript
