Employment,EdLevel,YearsCodePro,ExperienceRange,JobSat,JobSatPoints_1,RemoteWork,Country,LanguageHaveWorkedWith
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,7.0,15.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",Germany,Haskell;HTML/CSS;JavaScript;Python;Rust;Scala;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,10.0,10.0,Remote,Costa Rica,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed",Something else,10.0,5–10,5.0,0.0,Remote,Poland,JavaScript;Ruby
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5–10,6.0,10.0,"Hybrid (some remote, some in-person)",Sweden,C;C#;C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,6.0,90.0,"Hybrid (some remote, some in-person)",United States of America,Python;Scala;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,0–5,3.0,40.0,Remote,United States of America,C++;Julia;MATLAB;Objective-C;PHP;Python;R;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,5.0,10.0,Remote,Ukraine,JavaScript;Lua;SQL
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Python;R
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,9.0,20.0,Remote,Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Ruby;Swift;TypeScript
"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,10.0,90.0,Remote,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",New Zealand,C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,10–20,2.0,25.0,Remote,United States of America,Bash/Shell (all shells);Go;Python;Rust
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,0–5,4.0,0.0,"Hybrid (some remote, some in-person)",Peru,HTML/CSS;JavaScript;PHP
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,6.0,0.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;Java;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,60.0,"Hybrid (some remote, some in-person)",India,C#;C++;Go;JavaScript;Python;Solidity;TypeScript
"Independent contractor, freelancer, or self-employed;Employed, part-time",Some college/university study without earning a degree,25.0,20+,4.0,15.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);C;Go;Java;JavaScript;Kotlin;MicroPython;PHP;Python;Ruby;Scala;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,8.0,30.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);C;Erlang;HTML/CSS;JavaScript;Python
"Employed, full-time",Some college/university study without earning a degree,27.0,20+,7.0,25.0,"Hybrid (some remote, some in-person)",Argentina,Dart;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,0.0,1.0,"Hybrid (some remote, some in-person)",India,C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript;Visual Basic (.Net)
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,5.0,"Hybrid (some remote, some in-person)",Canada,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,8.0,10.0,Remote,India,Go
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,9.0,20.0,In-person,India,C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,7.0,60.0,In-person,Kenya,HTML/CSS;JavaScript;Python;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",7.0,5–10,9.0,50.0,Remote,Ecuador,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,0–5,4.0,0.0,"Hybrid (some remote, some in-person)",Germany,JavaScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,8.0,5.0,"Hybrid (some remote, some in-person)",Finland,Bash/Shell (all shells);Lisp;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,10.0,"Hybrid (some remote, some in-person)",Viet Nam,C#;Dart;GDScript;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,8.0,10.0,Remote,Czech Republic,C#;HTML/CSS;JavaScript;SQL;TypeScript
"Student, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,2.0,,"Hybrid (some remote, some in-person)",Poland,C;C++;Python;SQL
"Independent contractor, freelancer, or self-employed;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,6.0,30.0,Remote,France,HTML/CSS;JavaScript;PHP;Python;SQL
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,8.0,60.0,"Hybrid (some remote, some in-person)",France,HTML/CSS;Java;JavaScript;SQL
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,7.0,10.0,"Hybrid (some remote, some in-person)",Romania,C#;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,10–20,6.0,0.0,Remote,Hungary,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,2.0,0–5,6.0,60.0,In-person,Australia,Elixir;Go;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript;Zig
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,20+,6.0,0.0,Remote,Poland,C#
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,5–10,7.0,10.0,"Hybrid (some remote, some in-person)",Ireland,Bash/Shell (all shells);C#;C++;GDScript;HTML/CSS;PowerShell;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,20+,8.0,20.0,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",India,JavaScript;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7.0,5–10,7.0,20.0,"Hybrid (some remote, some in-person)",Spain,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,10–20,7.0,10.0,Remote,Germany,HTML/CSS;Java;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,3.0,0.0,Remote,Australia,C#;JavaScript;PHP;Python;Ruby;SQL;TypeScript;Visual Basic (.Net)
"Employed, full-time;Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",Germany,C;C++;Dart;Java;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,3.0,0.0,"Hybrid (some remote, some in-person)",Germany,Go
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,7.0,5.0,"Hybrid (some remote, some in-person)",Netherlands,HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,20+,8.0,20.0,Remote,United States of America,C#;HTML/CSS;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,10.0,,"Hybrid (some remote, some in-person)",Austria,Dart;HTML/CSS;JavaScript;PHP;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,8.0,15.0,"Hybrid (some remote, some in-person)",South Africa,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,10–20,8.0,10.0,"Hybrid (some remote, some in-person)",Switzerland,Bash/Shell (all shells);C#;C++;PowerShell;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,5–10,7.0,70.0,Remote,Germany,Java;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,8.0,20.0,"Hybrid (some remote, some in-person)",Switzerland,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,9.0,10.0,"Hybrid (some remote, some in-person)",Netherlands,Java;Python;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,10–20,6.0,0.0,"Hybrid (some remote, some in-person)",Belarus,Java;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,10–20,5.0,0.0,"Hybrid (some remote, some in-person)",Czech Republic,C;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,20+,3.0,0.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C++
"Employed, full-time",Some college/university study without earning a degree,4.0,0–5,8.0,0.0,Remote,United States of America,Bash/Shell (all shells);Go;JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,1.0,0.0,In-person,United States of America,Java;JavaScript;SQL
"Employed, full-time","Associate degree (A.A., A.S., etc.)",9.0,5–10,7.0,10.0,Remote,Chile,Bash/Shell (all shells);Go;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,10–20,9.0,50.0,Remote,Italy,C;C++;Clojure;Go;Java;JavaScript;Python;R;Ruby;SQL
"Employed, full-time",Some college/university study without earning a degree,25.0,20+,8.0,0.0,Remote,Canada,C#;C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,9.0,0.0,"Hybrid (some remote, some in-person)",Chile,C;C#;C++;GDScript;HTML/CSS;JavaScript;PHP;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,8.0,0.0,Remote,Canada,C++
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,10–20,7.0,20.0,Remote,Russian Federation,Java;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,9.0,20.0,"Hybrid (some remote, some in-person)",Spain,Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;MATLAB;Python;R;SQL;Swift;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",10.0,5–10,7.0,30.0,Remote,United Kingdom of Great Britain and Northern Ireland,C;C++;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript;VBA;Visual Basic (.Net)
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,0–5,8.0,10.0,Remote,Brazil,C;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,8.0,10.0,In-person,Bangladesh,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,8.0,10.0,Remote,Russian Federation,Dart
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,7.0,0.0,Remote,United States of America,C#;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",India,C++;Java;JavaScript;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,7.0,0.0,In-person,Poland,Bash/Shell (all shells);C
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,7.0,,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,9.0,0.0,Remote,United States of America,GDScript;HTML/CSS;JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,9.0,15.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C;C#;C++;Groovy;Java;Kotlin;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,3.0,80.0,"Hybrid (some remote, some in-person)",Switzerland,C#;HTML/CSS;Java;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,7.0,,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);Go;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,20+,6.0,25.0,Remote,United States of America,C#;SQL;VBA;Visual Basic (.Net)
"Employed, full-time;Employed, part-time","Associate degree (A.A., A.S., etc.)",5.0,0–5,8.0,30.0,Remote,Germany,C#;HTML/CSS;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,7.0,0.0,Remote,United States of America,Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,8.0,0.0,Remote,Canada,C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,4.0,20.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,10–20,7.0,15.0,Remote,United States of America,Bash/Shell (all shells);Java;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,5.0,50.0,In-person,China,Bash/Shell (all shells);C#;Java;Kotlin;Objective-C;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,2.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Delphi;PowerShell
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,10–20,2.0,20.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);JavaScript;Kotlin;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,10–20,9.0,15.0,"Hybrid (some remote, some in-person)",India,Bash/Shell (all shells);Groovy;Java;JavaScript;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,7.0,20.0,Remote,France,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL
"Employed, full-time",Some college/university study without earning a degree,10.0,5–10,9.0,15.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA
"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",16.0,10–20,8.0,15.0,In-person,France,C#;HTML/CSS;PowerShell;SQL;TypeScript;Visual Basic (.Net)
"Employed, part-time",Something else,15.0,10–20,10.0,100.0,Remote,India,Ada;Apex;Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lisp;Lua;MATLAB;MicroPython;Nim;Objective-C;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;Solidity;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zephyr;Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,10–20,6.0,20.0,"Hybrid (some remote, some in-person)",Austria,Assembly;Bash/Shell (all shells);C;C++;Clojure;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Lua;MicroPython;Objective-C;PowerShell;Python;R;Ruby;Rust;Scala;SQL;TypeScript;VBA;Visual Basic (.Net);Zig
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",France,HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",China,C++;PHP
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,8.0,30.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;SQL;Swift;TypeScript
"Employed, full-time",Some college/university study without earning a degree,6.0,5–10,8.0,0.0,Remote,Philippines,HTML/CSS;JavaScript;SQL;TypeScript
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,6.0,2.0,Remote,Poland,JavaScript;Python;R;SQL
"Employed, full-time",Some college/university study without earning a degree,2.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",Germany,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time","Associate degree (A.A., A.S., etc.)",4.0,0–5,8.0,15.0,In-person,Germany,Apex;Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net)
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9.0,5–10,7.0,25.0,"Hybrid (some remote, some in-person)",Austria,Bash/Shell (all shells);Python;R
"Employed, full-time",Some college/university study without earning a degree,5.0,0–5,6.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);JavaScript;Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,20+,8.0,0.0,"Hybrid (some remote, some in-person)",United States of America,C#
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10.0,5–10,6.0,0.0,Remote,United States of America,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,JavaScript;TypeScript
"Employed, full-time",Some college/university study without earning a degree,5.0,0–5,8.0,0.0,In-person,Germany,HTML/CSS;JavaScript;Julia;Python
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0,0–5,8.0,10.0,In-person,Denmark,C#
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,8.0,30.0,Remote,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;TypeScript
